Aliment,Energie,Proteines,Glucides,Lipides,Fructose,Sucres,Galactose,Glucose,Lactose,Maltose,Saccharose,Amidon
"Fève, sèche",0.0,26.1,33.3,1.53,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
"Haricot rouge, sec",0.0,22.5,46.1,1.06,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
"Haricot mungo, sec",0.0,24.5,47.6,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lentille corail, sèche",0.0,27.7,44.9,0.8,0.2,1.29,0.0,0.2,0.2,0.2,1.29,43.6
"Haricot flageolet, vert, sec",0.0,19.1,42.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1
"Lentille verte, sèche",0.0,25.1,44.5,1.8,0.2,1.1,0.0,0.2,0.2,0.2,1.1,38.5
"Lentille blonde, sèche",0.0,26.1,48.3,1.9,0.2,1.4,0.0,0.2,0.2,0.2,1.4,36.4
"Abricot, dénoyauté, cru",45.9,0.81,9.01,0.5,1.3,6.7,0.0,2.0,0.2,0.2,3.4,0.35
"Ananas, pulpe, cru",54.4,0.5,11.7,0.5,2.3,10.5,0.0,1.8,0.2,0.2,6.4,0.35
"Banane, pulpe, crue",90.5,1.06,19.7,0.5,3.8,15.6,0.0,3.9,0.2,0.2,7.9,3.8
"Cassis, cru",0.0,1.33,9.68,0.86,4.95,9.68,0.0,4.24,0.0,0.0,0.49,0.0
"Cerise, dénoyautée, crue",55.7,0.81,13.0,0.3,4.6,10.0,0.0,5.4,0.2,0.2,0.2,0.35
"Citron, pulpe, cru",27.6,0.5,1.56,0.5,0.4,0.8,0.0,0.4,0.2,0.2,0.2,0.0
"Coing, cru",0.0,0.51,13.4,0.1,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0
"Figue, crue",69.4,1.19,13.5,0.5,6.2,12.2,0.0,6.0,0.2,0.2,0.2,0.35
"Fraise, crue",38.6,0.63,6.03,0.5,3.3,5.6,0.0,2.3,0.2,0.2,0.2,0.35
"Framboise, crue",49.2,1.19,5.83,0.8,2.8,5.4,0.0,2.1,0.2,0.2,0.5,0.35
"Fruit de la passion ou maracudja, pulpe et pépins, cru",101.0,2.13,10.9,3.0,2.5,8.5,0.2,2.4,0.2,0.2,3.6,1.2
"Grenade, pulpe et pépins, crue",80.6,1.44,14.3,1.2,7.1,13.3,0.2,6.2,0.2,0.2,0.2,0.35
"Groseille, crue",68.5,1.56,7.06,0.7,3.86,6.63,0.0,2.77,0.1,0.1,0.1,0.35
"Groseille à maquereau, crue",0.0,0.75,4.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kiwi, pulpe et graines, cru",60.5,0.88,11.0,0.6,4.3,8.9,0.0,3.8,0.2,0.2,0.8,0.35
"Litchi, pulpe, cru",81.0,1.13,16.1,0.5,8.1,15.7,0.2,7.6,0.2,0.2,0.2,0.35
"Clémentine ou Mandarine, pulpe, crue",47.3,0.81,9.17,0.5,1.5,8.6,0.0,1.4,0.2,0.2,5.7,0.35
"Mangue, pulpe, crue",73.9,0.63,14.3,0.5,3.4,12.9,0.0,1.0,0.2,0.2,8.5,1.1
"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",62.7,1.13,14.8,0.5,2.49,10.6,0.06,1.49,0.2,0.2,6.56,0.35
"Mirabelle, crue",76.9,0.63,18.0,0.5,2.2,13.3,0.0,3.8,0.2,0.2,7.3,0.35
"Myrtille, crue",57.7,0.87,10.6,0.33,4.97,9.96,0.0,4.88,0.0,0.0,0.11,0.03
"Mûre (de ronce), crue",47.3,1.13,6.53,0.7,3.08,6.1,0.03,2.99,0.2,0.2,0.2,0.35
"Nectarine ou brugnon, pulpe et peau, crue",0.0,1.16,8.9,0.31,1.37,7.89,0.0,1.57,0.0,0.0,4.87,0.07
"Orange, pulpe, crue",45.5,0.75,8.03,0.5,2.1,7.6,0.0,2.0,0.2,0.2,3.5,0.35
"Papaye, pulpe, crue",42.2,0.75,8.53,0.3,4.1,8.1,0.2,4.0,0.2,0.2,0.2,0.35
"Pastèque, pulpe, crue",38.9,0.69,8.33,0.5,3.6,7.9,0.0,1.8,0.2,0.2,2.5,0.35
"Poire, pulpe et peau, crue",0.0,0.49,10.9,0.27,6.06,9.01,0.0,2.0,0.0,0.0,0.95,0.0
"Pomme, pulpe et peau, crue",0.0,0.25,11.6,0.25,5.96,9.35,0.0,2.01,0.0,0.0,1.38,0.05
"Pomelo (dit Pamplemousse), pulpe, cru",39.8,0.5,8.02,0.5,1.9,6.6,0.0,1.9,0.2,0.2,2.8,0.35
"Prune Reine-Claude, crue",71.3,0.94,16.4,0.5,1.8,10.4,0.0,4.0,0.2,0.2,4.6,0.35
"Pêche, pulpe et peau, crue",0.0,1.08,9.0,0.33,1.29,8.16,0.057,1.39,0.0,0.075,5.35,0.0
"Raisin blanc, à gros grain (type Italia ou Dattier), cru",73.4,0.75,16.6,0.5,8.5,15.5,0.0,7.0,0.2,0.2,0.2,0.35
"Raisin noir, cru",0.0,0.63,15.6,0.4,7.1,15.0,0.0,7.4,0.0,0.0,0.5,0.0
"Rhubarbe, tige, crue",0.0,0.78,1.47,0.23,0.67,1.47,0.0,0.8,0.0,0.0,0.0,0.0
"Pomme, pulpe, crue",0.0,0.27,10.7,0.13,6.03,10.1,0.0,3.25,0.0,0.0,0.82,0.0
"Carambole, pulpe, crue",0.0,1.15,3.9,0.32,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0
"Anone ou chérimole, pulpe, crue",0.0,1.72,15.4,0.64,6.28,12.9,0.0,5.93,0.0,0.0,0.66,0.0
"Feijoa, pulpe, crue",0.0,0.71,8.2,0.42,2.95,8.2,0.0,2.32,0.0,0.0,2.93,0.0
"Figue de Barbarie, pulpe et graines, crue",0.0,0.37,6.0,0.31,0.21,1.02,0.0,0.44,0.0,0.0,0.38,0.0
"Kaki, pulpe, cru",68.6,0.88,14.3,0.3,6.4,13.9,0.2,7.5,0.2,0.2,0.2,0.35
"Citron vert ou Lime, pulpe, cru",40.2,1.13,3.14,0.3,0.8,2.1,0.2,0.8,0.2,0.2,0.5,0.35
"Mûre noire (du mûrier), crue",0.0,1.44,8.1,0.39,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0
"Ramboutan, pulpe, crue",0.0,0.65,20.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tamarin, fruit mûr, pulpe, cru",0.0,2.65,57.4,0.6,0.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0
"Goyave, pulpe, crue",0.0,1.59,9.02,0.73,2.6,8.92,0.0,1.3,0.0,0.0,0.0,0.1
"Pomme Canada, pulpe, crue",0.0,0.4,11.6,0.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme Golden, pulpe, crue",54.9,0.5,11.7,0.5,6.9,11.3,0.0,1.6,0.2,0.2,2.8,0.35
"Prune, crue",0.0,0.66,9.92,0.29,2.94,9.92,0.0,4.7,0.0,0.08,1.57,0.0
"Raisin Chasselas, cru",79.1,0.75,16.9,0.5,8.4,16.5,0.0,8.1,0.2,0.2,0.2,0.35
"Poire, pulpe, crue",0.0,0.3,10.4,0.1,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0
"Griotte, crue",0.0,1.1,10.5,0.3,3.51,8.49,0.0,4.18,0.0,0.0,0.8,0.0
"Raisin, cru",0.0,0.72,15.7,0.16,8.13,15.5,0.0,7.2,0.0,0.0,0.15,0.0
"Canneberge ou cranberry, crue",0.0,0.75,7.6,0.13,0.63,4.04,0.0,3.28,0.0,0.0,0.13,0.0
"Pomme Granny Smith, pulpe, crue",53.9,0.5,11.4,0.5,5.8,10.6,0.0,1.9,0.2,0.2,2.9,0.35
"Pomme Granny Smith, pulpe et peau, crue",51.5,0.5,10.7,0.5,5.8,10.1,0.0,1.6,0.2,0.2,2.7,0.35
"Citron, zeste, cru",0.0,1.38,5.4,0.3,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0
"Sureau, baie, crue",0.0,0.64,11.4,0.5,3.12,0.0,0.0,3.15,0.0,0.0,0.25,0.0
"Myrtille, surgelée, crue",0.0,0.68,8.9,0.43,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
"Salade de fruits, crue",0.0,0.5,11.4,0.15,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
"Framboise, surgelée, crue",0.0,1.16,6.43,0.8,1.22,6.03,0.0,0.75,0.0,0.0,0.08,0.0
"Nectarine ou brugnon, jaune, pulpe et peau, crue",51.3,0.69,11.3,0.5,1.2,8.8,0.0,1.0,0.2,0.2,6.6,0.35
"Nectarine ou brugnon, blanche, pulpe et peau, crue",51.8,0.81,11.4,0.5,1.3,8.9,0.0,1.1,0.2,0.2,6.5,0.35
"Mûre (de ronce), surgelée, crue",0.0,1.22,10.7,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomelo (dit Pamplemousse) jaune, pulpe, cru",0.0,0.69,7.31,0.1,1.66,7.31,0.0,1.59,0.0,0.11,2.37,0.0
"Pomelo (dit Pamplemousse) rose, pulpe, cru",0.0,0.77,6.2,0.14,1.59,6.2,0.0,1.45,0.0,0.0,3.16,0.0
"Poire Conférence, pulpe, crue",53.1,0.5,11.4,0.5,6.6,9.4,0.0,1.2,0.2,0.2,1.6,0.35
"Poire Williams, pulpe, crue",54.1,0.5,11.5,0.5,7.2,9.4,0.0,1.0,0.2,0.2,1.2,0.35
"Pomme Chantecler, pulpe, crue",51.8,0.5,11.2,0.5,5.4,10.8,0.0,1.3,0.2,0.2,4.1,0.35
"Pomme Gala, pulpe, crue",54.5,0.5,11.9,0.5,6.3,11.1,0.0,1.1,0.2,0.2,3.7,0.35
"Pomme Pink lady, pulpe, crue",60.1,0.5,12.8,0.5,6.6,12.3,0.0,1.1,0.2,0.2,4.6,0.35
"Pêche blanche, pulpe et peau, crue",47.2,0.69,9.48,0.5,0.9,8.7,0.0,0.8,0.2,0.2,7.0,0.35
"Pêche blanche, pulpe, crue",46.1,0.63,9.63,0.5,0.8,7.8,0.0,0.7,0.2,0.2,6.3,0.6
"Pêche jaune, pulpe, crue",46.3,0.69,9.8,0.5,1.1,7.6,0.0,0.9,0.2,0.2,5.6,0.35
"Dourian, pulpe, cru",0.0,1.47,23.3,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kumquat, sans pépin, cru",0.0,1.57,9.6,1.18,2.3,9.36,0.0,2.2,0.0,0.0,2.01,0.0
"Longan, pulpe, cru",0.0,1.31,14.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pamplemousse chinois, pulpe, cru",0.0,0.76,8.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme Golden, pulpe et peau, crue",57.1,0.5,12.8,0.5,6.9,11.5,0.0,1.4,0.2,0.2,3.2,0.35
"Raisin noir Muscat, cru",90.1,0.69,20.0,0.5,9.8,19.6,0.0,9.8,0.2,0.2,0.2,0.35
"Melon miel ou melon honeydew, pulpe, cru",0.0,0.58,4.3,0.17,1.55,4.3,0.0,1.38,0.0,0.0,1.37,0.0
"Fruits rouges, crus (framboises, fraises, groseilles, cassis)",0.0,1.11,7.88,0.31,3.92,7.4,0.0,3.48,0.0,0.3,0.3,0.013
Fruit cru (aliment moyen),59.5,0.7,11.6,0.26,3.62,9.89,0.0067,2.61,0.072,0.073,3.6,0.66
Compote de pomme,102.0,0.23,24.4,0.21,7.9,20.7,0.0,5.35,0.2,0.5,6.65,1.25
"Rhubarbe, tige, cuite, sucrée",0.0,0.39,29.2,0.05,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0
"Compote, tout type de fruits",102.0,0.5,23.9,0.092,7.26,23.1,0.1,6.07,0.0,0.1,9.8,0.0
"Compote, tout type de fruits, allégée en sucres",66.0,0.5,15.3,0.08,6.92,14.6,0.1,3.32,0.1,0.1,4.34,0.23
"Chayote ou christophine ou chouchou, crue",0.0,0.72,2.8,0.12,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0
"Compote, tout type de fruits, allégée en sucres, rayon frais",0.0,0.32,14.9,0.48,6.8,14.3,0.0,3.1,0.2,0.2,4.3,0.35
"Compote de pomme, allégée en sucres",65.1,0.5,15.1,0.08,7.32,14.3,0.1,3.01,0.1,0.1,3.92,0.0
"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)",0.0,0.32,19.5,0.2,7.52,16.6,0.0,3.58,0.2,0.46,5.05,2.91
"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""",58.9,0.5,13.4,0.3,7.2,11.3,0.2,3.0,0.2,0.2,1.1,0.35
"Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)",0.0,0.41,16.9,0.56,7.4,15.8,0.0,2.7,0.2,0.2,1.8,0.0
"Pomme, pulpe, rôtie/cuite au four",0.0,0.5,21.0,0.5,10.5,17.5,0.0,3.3,0.2,0.2,3.7,0.35
"Pomme, pulpe, bouillie/cuite à l'eau",0.0,0.26,11.2,0.36,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
"Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)",80.1,0.25,18.6,0.15,7.33,16.7,0.054,4.25,0.072,0.19,4.87,0.44
"Purée de pommes, type ""compote sans sucres ajoutés""",56.4,1.13,11.7,0.3,7.24,11.7,0.1,2.79,0.1,0.1,1.69,0.0
"Coulis de fruits rouges (framboises, fraises, groseilles, cassis)",0.0,0.8,25.1,0.54,2.79,25.1,0.0,5.17,0.0,0.22,17.2,0.0
"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté",0.0,0.5,17.4,0.5,4.7,13.8,0.0,5.7,0.2,2.7,0.6,0.0
"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté",0.0,0.5,18.3,0.5,4.78,14.3,0.0,5.98,0.2,2.78,0.64,0.0
"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté",0.0,0.5,14.4,0.5,4.9,12.2,0.0,5.0,0.2,1.4,0.9,0.0
"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté",0.0,0.5,14.5,0.061,4.96,12.3,0.0,5.12,0.2,1.3,0.94,0.58
"Abricot au sirop léger, appertisé, égoutté",0.0,0.94,13.7,0.5,3.71,13.3,0.0,4.09,0.2,0.2,5.51,0.0
"Abricot au sirop léger, appertisé, non égoutté",0.0,0.81,14.0,0.043,3.71,14.0,0.0,4.21,0.2,0.2,6.06,0.0
"Abricot au sirop, appertisé, égoutté",0.0,0.5,16.2,0.5,6.3,15.3,0.0,7.1,0.2,0.2,1.9,0.0
"Abricot au sirop, appertisé, non égoutté",0.0,0.29,16.6,0.5,6.13,15.1,0.0,7.06,0.2,0.084,1.8,0.0
"Ananas au jus d'ananas, égoutté, appertisé",0.0,0.5,13.6,0.5,3.97,12.8,0.0,4.07,0.2,0.2,4.76,0.0
"Ananas au jus d'ananas, appertisé, non égoutté",0.0,0.5,13.6,0.5,3.85,12.6,0.0,4.03,0.2,0.2,4.71,0.0
"Ananas au sirop léger, appertisé, égoutté",0.0,0.5,15.9,0.5,5.89,15.9,0.0,5.79,0.2,0.2,4.22,0.0
"Ananas au sirop léger, appertisé, non égoutté",0.0,0.5,16.0,0.078,5.77,15.7,0.0,5.78,0.2,0.2,4.18,0.0
"Pêche au sirop léger, appertisée, égouttée",0.0,0.5,13.8,0.5,4.3,13.1,0.0,4.5,0.2,0.5,3.7,0.0
"Pêche au sirop léger, appertisée, non égouttée",0.0,0.31,14.1,0.038,4.11,12.9,0.0,4.46,0.2,0.5,3.76,0.0
"Poire au sirop léger, appertisée, égouttée",64.9,0.5,13.9,0.4,6.3,11.5,0.1,3.67,0.1,0.1,1.51,0.0
"Poire au sirop léger, appertisée, non égouttée",0.0,0.3,14.5,0.12,5.35,12.1,0.0,4.4,0.2,0.78,1.56,0.0
"Abricot, dénoyauté, sec",239.0,2.88,59.1,0.5,10.6,34.3,0.2,16.0,0.2,0.2,7.7,0.35
"Datte, pulpe et peau, sèche",0.0,1.81,64.7,0.25,31.1,64.7,0.0,32.8,0.0,0.29,0.52,0.0
"Figue, sèche",0.0,2.99,54.3,0.87,23.5,49.2,0.0,25.0,0.0,0.15,0.07,5.07
"Pruneau, sec",229.0,1.63,55.4,0.4,12.5,38.1,0.0,25.5,0.0,0.06,0.15,0.35
"Raisin, sec",321.0,3.0,73.2,0.9,36.0,70.3,0.0,34.0,0.2,0.3,0.2,0.5
"Mélange apéritif de fruits exotiques, sec",389.0,2.19,69.5,10.5,19.5,59.4,0.1,21.6,0.1,0.1,18.3,6.6
"Banane, pulpe, sèche",0.0,3.89,78.4,1.81,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme, sèche",0.0,0.78,57.2,0.31,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0
"Pêche, sèche",0.0,5.0,68.9,1.0,6.7,0.0,0.0,6.1,0.0,0.0,38.3,0.0
"Canneberge ou cranberry, séchée, sucrée",333.0,0.5,76.4,1.0,28.4,72.8,0.1,32.0,0.1,0.63,11.8,0.35
"Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%)",200.0,2.31,51.1,0.4,10.3,29.9,0.2,14.9,0.2,0.2,4.7,0.35
"Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique",0.0,0.28,13.3,0.1,1.33,7.3,0.0,1.2,0.0,0.0,4.77,0.0
"Abricot pays, pulpe, cru, prélevé à la Martinique",0.0,0.48,10.8,0.05,1.4,3.7,0.0,1.5,0.0,0.0,0.8,0.0
"Ananas, pulpe, cru , prélevé à la Martinique",0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Caïmite, pulpe, cru, prélevé à la Martinique",0.0,0.31,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cerise acérola, pulpe, crue, prélevée à la Martinique",0.0,0.56,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chadèque, pulpe, cru, prélevé à la Martinique",0.0,0.48,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chips d'abricot pays, pulpe, prélevé à la Martinique",0.0,0.96,68.7,18.7,3.37,33.3,0.0,4.47,0.0,0.0,25.5,0.0
"Goyave, pulpe, purée, prélevée à la Martinique",0.0,0.83,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de carambole, prélevé à la Martinique, jus filtré",0.0,4.52,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de carambole, prélevée à la Martinique, jus non filtré",0.0,0.063,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de citron punch (variété petit calibre), pur jus, prélevé à la Martinique",0.0,0.48,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de citron vert (variété gros calibre), pur jus, prélevé à la Martinique",0.0,0.69,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de corossol, prélevé à la Martinique",0.0,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus",0.0,1.08,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de grenade, prélevée à la Martinique",0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de lime, pur jus, prélevé à la Martinique",0.0,0.35,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique",0.0,0.0,0.0,0.0,2.2,9.4,0.0,2.0,0.0,0.0,5.2,0.0
"Jus de mandarine commune, pur jus filtré, prélevée à la Martinique",0.0,0.61,8.63,0.57,1.93,8.63,0.0,1.87,0.0,0.0,4.83,0.0
"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique",0.0,0.6,10.8,0.0,0.8,3.87,0.0,0.63,0.0,0.0,2.43,0.0
"Jus de moubin, pur jus, prélevé à la Martinique",0.0,0.88,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique",0.0,0.42,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique",0.0,0.29,7.13,0.19,2.43,4.34,0.0,0.65,0.0,0.0,1.26,2.45
"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique",0.0,0.44,6.55,0.28,0.021,0.03,0.0,0.006,0.0,0.0,0.0033,1.77
"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique",0.0,0.69,9.97,0.21,2.92,6.14,0.0,2.27,0.0,0.0,0.95,1.11
"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique",0.0,0.67,6.34,0.26,0.021,0.19,0.0,0.16,0.0,0.0,0.011,1.41
"Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée à la Martinique",0.0,0.0,0.0,0.0,4.03,17.4,0.0,3.83,0.0,0.0,9.53,0.0
"Mango bassignac, pulpe, cru, prélevé à la Martinique",0.0,0.32,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
"Mango moussache, pulpe, cru, prélevé à la Martinique",0.0,1.28,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
"Mangue julie, pulpe, crue, prélevée à la Martinique",0.0,0.71,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"Mangue verte, pulpe, crue, prélevée à la Martinique",0.0,1.31,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
"Melon, pulpe, cru, prélevé à la Martinique",0.0,1.08,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Orange (variété locale), pulpe, prélevée à la Martinique",0.0,0.6,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Orange amère, pulpe, crue, prélevée à la Martinique",0.0,0.73,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pastèque, pulpe, crue, prélevée à la Martinique",0.0,0.77,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme cajou, pulpe, crue, prélevée à la Martinique",0.0,0.79,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme cannelle,  pulpe, crue, prélevée à la Martinique",0.0,1.48,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique",0.0,0.44,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pomme liane, pulpe, crue, prélevée à la Martinique",0.0,0.88,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique",0.0,0.54,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique",0.0,0.6,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"Jacques, pulpe, cru, prélevé à la Martinique",0.0,1.98,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.)",88.8,0.75,19.3,0.5,8.65,18.4,0.2,3.2,0.2,0.2,6.55,0.5
"Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen)",71.8,0.94,15.1,0.3,2.8,14.9,0.2,2.5,0.2,0.2,9.6,0.35
"Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.)",40.0,0.56,7.88,0.3,3.6,7.7,0.2,4.1,0.2,0.2,0.2,0.35
Farine de châtaigne,0.0,6.1,70.4,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9
Amande (avec peau),0.0,22.6,9.51,51.3,0.2,4.2,0.2,0.2,0.2,0.2,4.0,0.35
Cacahuète ou Arachide,0.0,26.1,14.8,49.1,0.2,5.9,0.0,0.2,0.2,0.2,5.9,5.0
"Cacahuète, grillée, salée",0.0,26.2,15.0,50.0,0.068,4.22,0.0,0.068,0.05,0.067,4.08,8.87
Noisette,0.0,17.0,7.16,56.9,0.2,4.9,0.2,0.3,0.2,0.2,4.6,0.35
"Noix, séchée, cerneaux",0.0,15.7,6.88,67.3,0.2,3.0,0.0,0.2,0.2,0.2,2.8,0.35
"Noix de coco, amande mûre, fraîche",0.0,3.93,6.22,33.5,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0
"Noix de coco, amande, sèche",0.0,7.8,8.55,66.3,0.3,6.64,0.0,0.3,0.0,0.23,5.83,0.0
Noix du Brésil,0.0,16.9,6.17,66.1,0.0,2.33,0.0,0.0,0.0,0.0,2.33,0.25
"Pistache, grillée, salée",0.0,22.3,15.9,49.5,0.22,7.57,0.0,0.16,0.0,0.32,6.26,3.23
"Sésame, graine",0.0,20.8,9.85,49.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4
"Tournesol, graine",0.0,25.1,10.1,55.5,0.0,2.62,0.0,0.0,0.0,0.0,2.5,3.8
Crème de marrons,0.0,1.51,55.0,0.67,0.2,0.0,0.0,0.4,0.2,0.3,49.5,11.5
"Noix de coco, amande immature, fraîche",0.0,3.93,6.22,33.5,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0
"Crème de marrons vanillée, appertisée",0.0,1.13,59.8,0.7,0.49,43.0,0.0,3.33,0.2,0.2,39.0,16.8
Mélange apéritif de graines salées et raisins secs,560.0,19.6,27.1,39.6,9.4,21.6,0.0,8.5,0.2,0.2,3.7,3.7
"Noix de cajou, grillée, salée",0.0,18.0,26.7,49.5,0.08,8.01,0.0,0.08,0.0,0.05,6.9,17.7
"Châtaigne, bouillie/cuite à l'eau",0.0,2.36,23.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8
"Châtaigne, grillée",0.0,3.74,47.9,2.2,0.0,10.6,0.0,0.0,0.0,0.0,10.0,32.0
"Noix, fraîche",0.0,12.9,9.94,31.8,0.5,1.3,0.2,0.6,0.2,0.2,0.2,0.35
"Châtaigne, crue",0.0,2.13,36.5,2.23,0.0,7.86,0.0,0.0,0.0,0.0,0.0,28.6
Pignon de pin,0.0,16.2,6.31,65.0,0.063,5.21,0.0,0.12,0.0,0.27,4.75,1.1
Noix de pécan,0.0,11.3,5.43,72.6,0.04,3.64,0.0,0.04,0.0,0.05,3.56,0.46
Noix de macadamia,0.0,9.33,5.22,75.8,0.065,4.24,0.0,0.065,0.0,0.0,4.11,0.98
"Cucurbitacées, graine",0.0,35.6,4.71,49.1,0.15,1.4,0.0,0.13,0.0,0.0,1.12,1.47
"Luzerne, graine germée",0.0,3.87,0.91,0.7,0.12,0.2,0.0,0.08,0.0,0.0,0.0,0.0
